profile,relative_dir,file_name,drive_file_id,drive_url,active
feminino,feminino,clean_catalog_rating_4_8_plus.csv,1pym2oUMwTar27izQBt22HX2jSEhtuOzw,https://drive.google.com/file/d/1pym2oUMwTar27izQBt22HX2jSEhtuOzw/view?usp=drivesdk,true
mae-e-bebe,mae-e-bebe,clean_catalog_rating_4_8_plus.csv,1WwPd048oat-JkGpbMZmiFKqhfiIcp2RV,https://drive.google.com/file/d/1WwPd048oat-JkGpbMZmiFKqhfiIcp2RV/view?usp=drivesdk,true
auto-e-moto,auto-e-moto,clean_catalog_rating_4_8_plus.csv,15Vh5u9OLyOBAR4qkH2PKCAjhosZ2v4iL,https://drive.google.com/file/d/15Vh5u9OLyOBAR4qkH2PKCAjhosZ2v4iL/view?usp=drivesdk,true
